Datetime,Open,High,Low,Close,Adj_close,Volume
2021-04-11 01:17:00,60163.3359375,60163.3359375,60163.3359375,60163.3359375,60163.3359375,9768960
2021-04-11 01:18:00,60260.18359375,60260.18359375,60260.18359375,60260.18359375,60260.18359375,33046528
2021-04-11 01:19:00,60271.35546875,60271.35546875,60271.35546875,60271.35546875,60271.35546875,77119488
2021-04-11 01:20:00,60318.45703125,60318.45703125,60318.45703125,60318.45703125,60318.45703125,23408640
2021-04-11 01:21:00,60309.625,60309.625,60309.625,60309.625,60309.625,36814848
2021-04-11 01:22:00,60297.25,60297.25,60297.25,60297.25,60297.25,174698496
2021-04-11 01:23:00,60321.0234375,60321.0234375,60321.0234375,60321.0234375,60321.0234375,0
2021-04-11 01:24:00,60377.6015625,60377.6015625,60377.6015625,60377.6015625,60377.6015625,34054144
2021-04-11 01:25:00,60300.3203125,60300.3203125,60300.3203125,60300.3203125,60300.3203125,0
2021-04-11 01:26:00,60291.1640625,60291.1640625,60291.1640625,60291.1640625,60291.1640625,0
2021-04-11 01:27:00,60234.9375,60234.9375,60234.9375,60234.9375,60234.9375,6283264
2021-04-11 01:28:00,60269.9921875,60269.9921875,60269.9921875,60269.9921875,60269.9921875,14462976
2021-04-11 01:29:00,60296.33203125,60296.33203125,60296.33203125,60296.33203125,60296.33203125,10444800
2021-04-11 01:30:00,60308.66796875,60308.66796875,60308.66796875,60308.66796875,60308.66796875,21237760
2021-04-11 01:31:00,60243.4921875,60243.4921875,60243.4921875,60243.4921875,60243.4921875,31862784
2021-04-11 01:32:00,60271.1953125,60271.1953125,60271.1953125,60271.1953125,60271.1953125,0
2021-04-11 01:33:00,60288.62109375,60288.62109375,60288.62109375,60288.62109375,60288.62109375,14303232
2021-04-11 01:34:00,60301.13671875,60301.13671875,60301.13671875,60301.13671875,60301.13671875,63496192
2021-04-11 01:35:00,60288.1953125,60288.1953125,60288.1953125,60288.1953125,60288.1953125,2732032
2021-04-11 01:36:00,60282.8203125,60282.8203125,60282.8203125,60282.8203125,60282.8203125,13156352
2021-04-11 01:37:00,60301.65625,60301.65625,60301.65625,60301.65625,60301.65625,0
2021-04-11 01:38:00,60350.91015625,60350.91015625,60350.91015625,60350.91015625,60350.91015625,42438656
2021-04-11 01:39:00,60444.5546875,60444.5546875,60444.5546875,60444.5546875,60444.5546875,35704832
2021-04-11 01:40:00,60391.0,60391.0,60391.0,60391.0,60391.0,105078784
2021-04-11 01:41:00,60354.70703125,60354.70703125,60354.70703125,60354.70703125,60354.70703125,0
2021-04-11 01:42:00,60458.02734375,60458.02734375,60458.02734375,60458.02734375,60458.02734375,7999488
2021-04-11 01:43:00,60440.30859375,60440.30859375,60440.30859375,60440.30859375,60440.30859375,61206528
2021-04-11 01:44:00,60444.578125,60444.578125,60444.578125,60444.578125,60444.578125,22577152
2021-04-11 01:45:00,60435.48046875,60435.48046875,60435.48046875,60435.48046875,60435.48046875,0
2021-04-11 01:46:00,60457.140625,60457.140625,60457.140625,60457.140625,60457.140625,21344256
2021-04-11 01:47:00,60391.203125,60391.203125,60391.203125,60391.203125,60391.203125,2981888
2021-04-11 01:48:00,60417.26953125,60417.26953125,60417.26953125,60417.26953125,60417.26953125,15798272
2021-04-11 01:49:00,60413.046875,60413.046875,60413.046875,60413.046875,60413.046875,60612608
2021-04-11 01:50:00,60350.66015625,60350.66015625,60350.66015625,60350.66015625,60350.66015625,0
2021-04-11 01:51:00,60349.41015625,60349.41015625,60349.41015625,60349.41015625,60349.41015625,0
2021-04-11 01:52:00,60337.984375,60337.984375,60337.984375,60337.984375,60337.984375,0
2021-04-11 01:53:00,60335.08984375,60335.08984375,60335.08984375,60335.08984375,60335.08984375,3842048
2021-04-11 01:54:00,60337.6640625,60337.6640625,60337.6640625,60337.6640625,60337.6640625,9121792
2021-04-11 01:55:00,60309.3359375,60309.3359375,60309.3359375,60309.3359375,60309.3359375,921600
2021-04-11 01:56:00,60296.55859375,60296.55859375,60296.55859375,60296.55859375,60296.55859375,0
2021-04-11 01:57:00,60265.6796875,60265.6796875,60265.6796875,60265.6796875,60265.6796875,0
2021-04-11 01:58:00,60278.2109375,60278.2109375,60278.2109375,60278.2109375,60278.2109375,0
2021-04-11 01:59:00,60259.171875,60259.171875,60259.171875,60259.171875,60259.171875,0
2021-04-11 02:00:00,60248.89453125,60248.89453125,60248.89453125,60248.89453125,60248.89453125,0
2021-04-11 02:01:00,60206.6953125,60206.6953125,60206.6953125,60206.6953125,60206.6953125,0
2021-04-11 02:02:00,60211.6328125,60211.6328125,60211.6328125,60211.6328125,60211.6328125,0
2021-04-11 02:03:00,60216.47265625,60216.47265625,60216.47265625,60216.47265625,60216.47265625,13496320
2021-04-11 02:04:00,60248.31640625,60248.31640625,60248.31640625,60248.31640625,60248.31640625,29007872
2021-04-11 02:05:00,60263.0390625,60263.0390625,60263.0390625,60263.0390625,60263.0390625,10543104
2021-04-11 02:06:00,60235.7734375,60235.7734375,60235.7734375,60235.7734375,60235.7734375,0
2021-04-11 02:07:00,60237.04296875,60237.04296875,60237.04296875,60237.04296875,60237.04296875,0
2021-04-11 02:08:00,60239.19140625,60239.19140625,60239.19140625,60239.19140625,60239.19140625,1101824
2021-04-11 02:09:00,60209.7265625,60209.7265625,60209.7265625,60209.7265625,60209.7265625,4599808
2021-04-11 02:10:00,60168.69140625,60168.69140625,60168.69140625,60168.69140625,60168.69140625,6201344
2021-04-11 02:11:00,60214.58984375,60214.58984375,60214.58984375,60214.58984375,60214.58984375,7622656
2021-04-11 02:12:00,60238.08203125,60238.08203125,60238.08203125,60238.08203125,60238.08203125,15065088
2021-04-11 02:13:00,60237.890625,60237.890625,60237.890625,60237.890625,60237.890625,11182080
2021-04-11 02:14:00,60237.49609375,60237.49609375,60237.49609375,60237.49609375,60237.49609375,0
2021-04-11 02:15:00,60231.9765625,60231.9765625,60231.9765625,60231.9765625,60231.9765625,3014656
2021-04-11 02:16:00,60291.95703125,60291.95703125,60291.95703125,60291.95703125,60291.95703125,0
2021-04-11 02:17:00,60248.1953125,60248.1953125,60248.1953125,60248.1953125,60248.1953125,15937536
2021-04-11 02:18:00,60242.125,60242.125,60242.125,60242.125,60242.125,0
2021-04-11 02:19:00,60263.12109375,60263.12109375,60263.12109375,60263.12109375,60263.12109375,39489536
2021-04-11 02:20:00,60300.1875,60300.1875,60300.1875,60300.1875,60300.1875,13074432
2021-04-11 02:21:00,60313.3125,60313.3125,60313.3125,60313.3125,60313.3125,13299712
2021-04-11 02:22:00,60326.42578125,60326.42578125,60326.42578125,60326.42578125,60326.42578125,35622912
2021-04-11 02:23:00,60357.30078125,60357.30078125,60357.30078125,60357.30078125,60357.30078125,19234816
2021-04-11 02:24:00,60381.625,60381.625,60381.625,60381.625,60381.625,14241792
2021-04-11 02:25:00,60371.94921875,60371.94921875,60371.94921875,60371.94921875,60371.94921875,47235072
2021-04-11 02:26:00,60352.734375,60352.734375,60352.734375,60352.734375,60352.734375,0
2021-04-11 02:27:00,60362.5390625,60362.5390625,60362.5390625,60362.5390625,60362.5390625,0
2021-04-11 02:28:00,60321.41015625,60321.41015625,60321.41015625,60321.41015625,60321.41015625,0
2021-04-11 02:29:00,60271.8203125,60271.8203125,60271.8203125,60271.8203125,60271.8203125,0
2021-04-11 02:30:00,60311.1015625,60311.1015625,60311.1015625,60311.1015625,60311.1015625,0
2021-04-11 02:31:00,60302.96875,60302.96875,60302.96875,60302.96875,60302.96875,0
2021-04-11 02:32:00,60306.515625,60306.515625,60306.515625,60306.515625,60306.515625,4079616
2021-04-11 02:33:00,60343.0625,60343.0625,60343.0625,60343.0625,60343.0625,11526144
2021-04-11 02:34:00,60397.93359375,60397.93359375,60397.93359375,60397.93359375,60397.93359375,61644800
2021-04-11 02:35:00,60405.0625,60405.0625,60405.0625,60405.0625,60405.0625,42754048
2021-04-11 02:36:00,60384.1015625,60384.1015625,60384.1015625,60384.1015625,60384.1015625,7929856
2021-04-11 02:37:00,60324.40234375,60324.40234375,60324.40234375,60324.40234375,60324.40234375,35483648
2021-04-11 02:38:00,60353.375,60353.375,60353.375,60353.375,60353.375,0
2021-04-11 02:39:00,60345.10546875,60345.10546875,60345.10546875,60345.10546875,60345.10546875,7057408
2021-04-11 02:40:00,60338.828125,60338.828125,60338.828125,60338.828125,60338.828125,44466176
2021-04-11 02:41:00,60316.77734375,60316.77734375,60316.77734375,60316.77734375,60316.77734375,0
2021-04-11 02:42:00,60310.75390625,60310.75390625,60310.75390625,60310.75390625,60310.75390625,0
2021-04-11 02:43:00,60323.078125,60323.078125,60323.078125,60323.078125,60323.078125,0
2021-04-11 02:44:00,60338.921875,60338.921875,60338.921875,60338.921875,60338.921875,3747840
2021-04-11 02:45:00,60353.2734375,60353.2734375,60353.2734375,60353.2734375,60353.2734375,9048064
2021-04-11 02:46:00,60325.2890625,60325.2890625,60325.2890625,60325.2890625,60325.2890625,0
2021-04-11 02:47:00,60344.71484375,60344.71484375,60344.71484375,60344.71484375,60344.71484375,0
2021-04-11 02:48:00,60365.890625,60365.890625,60365.890625,60365.890625,60365.890625,8642560
2021-04-11 02:49:00,60374.5859375,60374.5859375,60374.5859375,60374.5859375,60374.5859375,30085120
2021-04-11 02:50:00,60329.4609375,60329.4609375,60329.4609375,60329.4609375,60329.4609375,1650688
2021-04-11 02:51:00,60348.97265625,60348.97265625,60348.97265625,60348.97265625,60348.97265625,0
2021-04-11 02:52:00,60390.71484375,60390.71484375,60390.71484375,60390.71484375,60390.71484375,2621440
2021-04-11 02:53:00,60442.94921875,60442.94921875,60442.94921875,60442.94921875,60442.94921875,32903168
2021-04-11 02:54:00,60487.74609375,60487.74609375,60487.74609375,60487.74609375,60487.74609375,30801920
2021-04-11 02:55:00,60520.765625,60520.765625,60520.765625,60520.765625,60520.765625,78626816
2021-04-11 02:56:00,60531.6640625,60531.6640625,60531.6640625,60531.6640625,60531.6640625,8167424
2021-04-11 02:57:00,60596.28125,60596.28125,60596.28125,60596.28125,60596.28125,16953344
2021-04-11 02:58:00,60636.796875,60636.796875,60636.796875,60636.796875,60636.796875,51126272
2021-04-11 02:59:00,60648.30859375,60648.30859375,60648.30859375,60648.30859375,60648.30859375,42192896
2021-04-11 03:00:00,60690.08203125,60690.08203125,60690.08203125,60690.08203125,60690.08203125,17833984
2021-04-11 03:01:00,60625.3671875,60625.3671875,60625.3671875,60625.3671875,60625.3671875,0
2021-04-11 03:02:00,60631.39453125,60631.39453125,60631.39453125,60631.39453125,60631.39453125,0
2021-04-11 03:03:00,60577.83984375,60577.83984375,60577.83984375,60577.83984375,60577.83984375,0
2021-04-11 03:04:00,60518.78515625,60518.78515625,60518.78515625,60518.78515625,60518.78515625,0
2021-04-11 03:05:00,60524.28125,60524.28125,60524.28125,60524.28125,60524.28125,0
2021-04-11 03:06:00,60502.9140625,60502.9140625,60502.9140625,60502.9140625,60502.9140625,0
2021-04-11 03:07:00,60544.97265625,60544.97265625,60544.97265625,60544.97265625,60544.97265625,0
2021-04-11 03:08:00,60572.0859375,60572.0859375,60572.0859375,60572.0859375,60572.0859375,22081536
2021-04-11 03:09:00,60530.54296875,60530.54296875,60530.54296875,60530.54296875,60530.54296875,0
2021-04-11 03:10:00,60504.046875,60504.046875,60504.046875,60504.046875,60504.046875,5640192
2021-04-11 03:11:00,60546.88671875,60546.88671875,60546.88671875,60546.88671875,60546.88671875,0
2021-04-11 03:12:00,60537.94140625,60537.94140625,60537.94140625,60537.94140625,60537.94140625,19107840
2021-04-11 03:13:00,60555.68359375,60555.68359375,60555.68359375,60555.68359375,60555.68359375,0
2021-04-11 03:14:00,60539.46875,60539.46875,60539.46875,60539.46875,60539.46875,106496
2021-04-11 03:15:00,60576.34375,60576.34375,60576.34375,60576.34375,60576.34375,0
2021-04-11 03:16:00,60540.19921875,60540.19921875,60540.19921875,60540.19921875,60540.19921875,7561216
2021-04-11 03:17:00,60503.4609375,60503.4609375,60503.4609375,60503.4609375,60503.4609375,0
2021-04-11 03:18:00,60489.57421875,60489.57421875,60489.57421875,60489.57421875,60489.57421875,0
2021-04-11 03:19:00,60403.23828125,60403.23828125,60403.23828125,60403.23828125,60403.23828125,0
2021-04-11 03:20:00,60416.7109375,60416.7109375,60416.7109375,60416.7109375,60416.7109375,0
2021-04-11 03:21:00,60393.17578125,60393.17578125,60393.17578125,60393.17578125,60393.17578125,3895296
2021-04-11 03:22:00,60415.9921875,60415.9921875,60415.9921875,60415.9921875,60415.9921875,3657728
2021-04-11 03:23:00,60427.79296875,60427.79296875,60427.79296875,60427.79296875,60427.79296875,12648448
2021-04-11 03:24:00,60440.84765625,60440.84765625,60440.84765625,60440.84765625,60440.84765625,0
2021-04-11 03:25:00,60429.35546875,60429.35546875,60429.35546875,60429.35546875,60429.35546875,121778176
2021-04-11 03:26:00,60420.94140625,60420.94140625,60420.94140625,60420.94140625,60420.94140625,0
2021-04-11 03:27:00,60454.9296875,60454.9296875,60454.9296875,60454.9296875,60454.9296875,2727936
2021-04-11 03:28:00,60433.578125,60433.578125,60433.578125,60433.578125,60433.578125,14315520
2021-04-11 03:29:00,60450.84765625,60450.84765625,60450.84765625,60450.84765625,60450.84765625,0
2021-04-11 03:30:00,60467.5859375,60467.5859375,60467.5859375,60467.5859375,60467.5859375,5136384
2021-04-11 03:31:00,60469.25,60469.25,60469.25,60469.25,60469.25,9637888
2021-04-11 03:32:00,60478.00390625,60478.00390625,60478.00390625,60478.00390625,60478.00390625,0
2021-04-11 03:33:00,60453.09375,60453.09375,60453.09375,60453.09375,60453.09375,3903488
2021-04-11 03:34:00,60433.046875,60433.046875,60433.046875,60433.046875,60433.046875,0
2021-04-11 03:35:00,60451.5234375,60451.5234375,60451.5234375,60451.5234375,60451.5234375,192512
2021-04-11 03:36:00,60411.0078125,60411.0078125,60411.0078125,60411.0078125,60411.0078125,0
2021-04-11 03:37:00,60423.08203125,60423.08203125,60423.08203125,60423.08203125,60423.08203125,0
2021-04-11 03:38:00,60432.03515625,60432.03515625,60432.03515625,60432.03515625,60432.03515625,0
2021-04-11 03:39:00,60457.7890625,60457.7890625,60457.7890625,60457.7890625,60457.7890625,9736192
2021-04-11 03:40:00,60469.82421875,60469.82421875,60469.82421875,60469.82421875,60469.82421875,10731520
2021-04-11 03:41:00,60488.0,60488.0,60488.0,60488.0,60488.0,20926464
2021-04-11 03:42:00,60509.9140625,60509.9140625,60509.9140625,60509.9140625,60509.9140625,10571776
2021-04-11 03:43:00,60499.55078125,60499.55078125,60499.55078125,60499.55078125,60499.55078125,0
2021-04-11 03:44:00,60522.7265625,60522.7265625,60522.7265625,60522.7265625,60522.7265625,0
2021-04-11 03:45:00,60531.94921875,60531.94921875,60531.94921875,60531.94921875,60531.94921875,5746688
2021-04-11 03:46:00,60569.85546875,60569.85546875,60569.85546875,60569.85546875,60569.85546875,27320320
2021-04-11 03:47:00,60566.11328125,60566.11328125,60566.11328125,60566.11328125,60566.11328125,24764416
2021-04-11 03:48:00,60515.2265625,60515.2265625,60515.2265625,60515.2265625,60515.2265625,6860800
2021-04-11 03:49:00,60485.6953125,60485.6953125,60485.6953125,60485.6953125,60485.6953125,0
2021-04-11 03:50:00,60467.1328125,60467.1328125,60467.1328125,60467.1328125,60467.1328125,1892352
2021-04-11 03:51:00,60449.7734375,60449.7734375,60449.7734375,60449.7734375,60449.7734375,0
2021-04-11 03:52:00,60510.98046875,60510.98046875,60510.98046875,60510.98046875,60510.98046875,0
2021-04-11 03:53:00,60539.140625,60539.140625,60539.140625,60539.140625,60539.140625,29818880
2021-04-11 03:54:00,60553.64453125,60553.64453125,60553.64453125,60553.64453125,60553.64453125,3952640
2021-04-11 03:55:00,60594.25390625,60594.25390625,60594.25390625,60594.25390625,60594.25390625,0
2021-04-11 03:56:00,60574.1015625,60574.1015625,60574.1015625,60574.1015625,60574.1015625,6823936
2021-04-11 03:57:00,60666.90234375,60666.90234375,60666.90234375,60666.90234375,60666.90234375,5804032
2021-04-11 03:58:00,60663.4453125,60663.4453125,60663.4453125,60663.4453125,60663.4453125,29925376
2021-04-11 03:59:00,60681.82421875,60681.82421875,60681.82421875,60681.82421875,60681.82421875,0
2021-04-11 04:00:00,60667.29296875,60667.29296875,60667.29296875,60667.29296875,60667.29296875,0
2021-04-11 04:01:00,60642.16796875,60642.16796875,60642.16796875,60642.16796875,60642.16796875,0
2021-04-11 04:02:00,60628.79296875,60628.79296875,60628.79296875,60628.79296875,60628.79296875,0
2021-04-11 04:03:00,60694.04296875,60694.04296875,60694.04296875,60694.04296875,60694.04296875,0
2021-04-11 04:04:00,60741.06640625,60741.06640625,60741.06640625,60741.06640625,60741.06640625,0
2021-04-11 04:05:00,60785.515625,60785.515625,60785.515625,60785.515625,60785.515625,0
2021-04-11 04:06:00,60790.5546875,60790.5546875,60790.5546875,60790.5546875,60790.5546875,10555392
2021-04-11 04:07:00,60738.078125,60738.078125,60738.078125,60738.078125,60738.078125,0
2021-04-11 04:08:00,60688.25390625,60688.25390625,60688.25390625,60688.25390625,60688.25390625,0
2021-04-11 04:09:00,60720.9140625,60720.9140625,60720.9140625,60720.9140625,60720.9140625,0
2021-04-11 04:10:00,60653.53515625,60653.53515625,60653.53515625,60653.53515625,60653.53515625,0
2021-04-11 04:11:00,60592.375,60592.375,60592.375,60592.375,60592.375,0
2021-04-11 04:12:00,60560.91015625,60560.91015625,60560.91015625,60560.91015625,60560.91015625,0
2021-04-11 04:13:00,60534.6328125,60534.6328125,60534.6328125,60534.6328125,60534.6328125,0
2021-04-11 04:14:00,60519.26953125,60519.26953125,60519.26953125,60519.26953125,60519.26953125,56942592
2021-04-11 04:15:00,60504.71875,60504.71875,60504.71875,60504.71875,60504.71875,0
2021-04-11 04:16:00,60548.390625,60548.390625,60548.390625,60548.390625,60548.390625,0
2021-04-11 04:17:00,60534.7734375,60534.7734375,60534.7734375,60534.7734375,60534.7734375,19763200
2021-04-11 04:18:00,60517.8359375,60517.8359375,60517.8359375,60517.8359375,60517.8359375,0
2021-04-11 04:19:00,60511.7421875,60511.7421875,60511.7421875,60511.7421875,60511.7421875,0
2021-04-11 04:20:00,60537.43359375,60537.43359375,60537.43359375,60537.43359375,60537.43359375,0
2021-04-11 04:21:00,60516.93359375,60516.93359375,60516.93359375,60516.93359375,60516.93359375,3022848
2021-04-11 04:22:00,60487.1953125,60487.1953125,60487.1953125,60487.1953125,60487.1953125,0
2021-04-11 04:23:00,60495.17578125,60495.17578125,60495.17578125,60495.17578125,60495.17578125,0
2021-04-11 04:24:00,60437.50390625,60437.50390625,60437.50390625,60437.50390625,60437.50390625,0
2021-04-11 04:25:00,60440.01171875,60440.01171875,60440.01171875,60440.01171875,60440.01171875,0
2021-04-11 04:26:00,60452.8125,60452.8125,60452.8125,60452.8125,60452.8125,0
2021-04-11 04:27:00,60393.421875,60393.421875,60393.421875,60393.421875,60393.421875,0
2021-04-11 04:28:00,60382.23828125,60382.23828125,60382.23828125,60382.23828125,60382.23828125,0
2021-04-11 04:29:00,60370.7421875,60370.7421875,60370.7421875,60370.7421875,60370.7421875,0
2021-04-11 04:30:00,60359.12890625,60359.12890625,60359.12890625,60359.12890625,60359.12890625,3960832
2021-04-11 04:31:00,60390.64453125,60390.64453125,60390.64453125,60390.64453125,60390.64453125,0
2021-04-11 04:32:00,60402.46875,60402.46875,60402.46875,60402.46875,60402.46875,12288
2021-04-11 04:33:00,60370.03125,60370.03125,60370.03125,60370.03125,60370.03125,0
2021-04-11 04:34:00,60393.2421875,60393.2421875,60393.2421875,60393.2421875,60393.2421875,0
2021-04-11 04:35:00,60417.7578125,60417.7578125,60417.7578125,60417.7578125,60417.7578125,28672
2021-04-11 04:36:00,60408.45703125,60408.45703125,60408.45703125,60408.45703125,60408.45703125,5808128
2021-04-11 04:37:00,60428.19140625,60428.19140625,60428.19140625,60428.19140625,60428.19140625,0
2021-04-11 04:38:00,60446.83203125,60446.83203125,60446.83203125,60446.83203125,60446.83203125,5218304
2021-04-11 04:39:00,60439.98046875,60439.98046875,60439.98046875,60439.98046875,60439.98046875,7233536
2021-04-11 04:40:00,60452.7578125,60452.7578125,60452.7578125,60452.7578125,60452.7578125,27025408
2021-04-11 04:41:00,60459.9296875,60459.9296875,60459.9296875,60459.9296875,60459.9296875,0
